id,district,year,treat,soda
7488,"Wanapoke Quarter",2020,1,491.4347
7489,"Wanapoke Quarter",2020,1,511.0164
7490,"Wanapoke Quarter",2020,1,524.4487
7491,"Wanapoke Quarter",2020,1,506.8203
7492,"Wanapoke Quarter",2020,1,499.8647
7493,"Wanapoke Quarter",2020,1,501.9
7494,"Wanapoke Quarter",2020,1,525.3679
7495,"Wanapoke Quarter",2020,1,511.6724
7496,"Wanapoke Quarter",2020,1,500.9999
7497,"Wanapoke Quarter",2020,1,510.9797
7498,"Wanapoke Quarter",2020,1,526.4364
7499,"Wanapoke Quarter",2020,1,526.4916
7500,"Wanapoke Quarter",2020,1,502.8041
1,"City Hall",2021,0,511.0927
2,"Old Eagleton",2021,0,521.6142
3,"River Park",2021,0,503.5634
4,"Snake Lounge",2021,1,431.0598
5,"The Pit",2021,1,429.8261
6,"Wanapoke Quarter",2021,1,421.1263
7,"City Hall",2021,0,498.3937
8,"City Hall",2021,0,524.2209
9,"City Hall",2021,0,503.926
10,"City Hall",2021,0,507.1131
11,"City Hall",2021,0,522.0221
12,"City Hall",2021,0,499.0072
13,"City Hall",2021,0,505.4584
14,"City Hall",2021,0,512.8238
15,"City Hall",2021,0,526.9745
16,"City Hall",2021,0,523.5822
17,"City Hall",2021,0,515.3879
18,"City Hall",2021,0,504.3078
19,"City Hall",2021,0,534.1811
20,"City Hall",2021,0,504.9422
21,"City Hall",2021,0,517.5551
22,"City Hall",2021,0,526.9395
23,"City Hall",2021,0,520.2139
24,"City Hall",2021,0,516.5643
25,"City Hall",2021,0,518.7299
26,"City Hall",2021,0,524.5696
27,"City Hall",2021,0,517.7792
28,"City Hall",2021,0,529.1343
29,"City Hall",2021,0,527.8701
30,"City Hall",2021,0,506.1348
31,"City Hall",2021,0,505.101
32,"City Hall",2021,0,521.322
33,"City Hall",2021,0,527.2347
34,"City Hall",2021,0,508.6751
35,"City Hall",2021,0,500.5984
36,"City Hall",2021,0,512.1826
37,"City Hall",2021,0,520.6862
38,"City Hall",2021,0,506.2977
39,"City Hall",2021,0,521.8438
40,"City Hall",2021,0,526.9995
41,"City Hall",2021,0,510.3325
42,"City Hall",2021,0,509.8472
43,"City Hall",2021,0,520.4459
44,"City Hall",2021,0,520.5329
45,"City Hall",2021,0,513.4083
46,"City Hall",2021,0,515.7221
47,"City Hall",2021,0,513.2732
48,"City Hall",2021,0,535.7194
49,"City Hall",2021,0,492.6851
50,"City Hall",2021,0,531.4171
51,"City Hall",2021,0,509.2643
52,"City Hall",2021,0,508.9373
53,"City Hall",2021,0,526.3522
54,"City Hall",2021,0,519.5862
55,"City Hall",2021,0,537.028
56,"City Hall",2021,0,525.8133
57,"City Hall",2021,0,516.9045
58,"City Hall",2021,0,505.1115
59,"City Hall",2021,0,518.4015
60,"City Hall",2021,0,512.5812
61,"City Hall",2021,0,504.4283
62,"City Hall",2021,0,507.9669
63,"City Hall",2021,0,488.7495
64,"City Hall",2021,0,521.81
65,"City Hall",2021,0,508.7158
66,"City Hall",2021,0,519.7187
67,"City Hall",2021,0,506.209
68,"City Hall",2021,0,512.1033
69,"City Hall",2021,0,512.0559
70,"City Hall",2021,0,517.2034
71,"City Hall",2021,0,513.837
72,"City Hall",2021,0,541.0459
73,"City Hall",2021,0,521.4828
74,"City Hall",2021,0,514.2977
75,"City Hall",2021,0,520.9247
76,"City Hall",2021,0,534.7655
77,"City Hall",2021,0,521.9775
78,"City Hall",2021,0,514.2252
79,"City Hall",2021,0,516.7719
80,"City Hall",2021,0,517.7744
81,"City Hall",2021,0,515.7509
82,"City Hall",2021,0,523.2739
83,"City Hall",2021,0,516.8576
84,"City Hall",2021,0,523.5958
85,"City Hall",2021,0,531.3287
86,"City Hall",2021,0,513.5847
87,"City Hall",2021,0,521.7985
88,"City Hall",2021,0,525.4877
89,"City Hall",2021,0,508.66
90,"City Hall",2021,0,507.7637
91,"City Hall",2021,0,530.1123
92,"City Hall",2021,0,520.4347
93,"City Hall",2021,0,509.1617
94,"City Hall",2021,0,496.9345
95,"City Hall",2021,0,499.7081
96,"City Hall",2021,0,495.1997
97,"City Hall",2021,0,508.3535
98,"City Hall",2021,0,521.994
99,"City Hall",2021,0,508.0569
100,"City Hall",2021,0,520.181
101,"City Hall",2021,0,507.321
102,"City Hall",2021,0,516.6568
103,"City Hall",2021,0,504.2311
104,"City Hall",2021,0,510.8014
105,"City Hall",2021,0,511.3301
106,"City Hall",2021,0,515.9808
107,"City Hall",2021,0,506.3594
108,"City Hall",2021,0,513.3879
109,"City Hall",2021,0,498.6183
110,"City Hall",2021,0,519.413
111,"City Hall",2021,0,510.0838
112,"City Hall",2021,0,518.807
113,"City Hall",2021,0,509.469
114,"City Hall",2021,0,506.9974
115,"City Hall",2021,0,503.7473
116,"City Hall",2021,0,516.2944
117,"City Hall",2021,0,521.6248
118,"City Hall",2021,0,504.0618
119,"City Hall",2021,0,516.426
120,"City Hall",2021,0,515.9147
121,"City Hall",2021,0,517.3591
122,"City Hall",2021,0,518.9598
123,"City Hall",2021,0,520.3364
124,"City Hall",2021,0,517.5757
125,"City Hall",2021,0,505.6557
126,"City Hall",2021,0,526.2233
127,"City Hall",2021,0,512.5087
128,"City Hall",2021,0,506.8353
129,"City Hall",2021,0,511.2349
130,"City Hall",2021,0,536.1512
131,"City Hall",2021,0,510.4326
132,"City Hall",2021,0,518.4702
133,"City Hall",2021,0,523.2772
134,"City Hall",2021,0,504.3188
135,"City Hall",2021,0,513.2789
136,"City Hall",2021,0,520.8114
137,"City Hall",2021,0,515.9395
138,"City Hall",2021,0,513.8611
139,"City Hall",2021,0,510.5005
140,"City Hall",2021,0,506.5578
141,"City Hall",2021,0,505.9016
142,"City Hall",2021,0,508.8429
143,"City Hall",2021,0,500.2319
144,"City Hall",2021,0,519.214
145,"City Hall",2021,0,500.2278
146,"City Hall",2021,0,521.2335
147,"City Hall",2021,0,515.2864
148,"City Hall",2021,0,514.5718
149,"City Hall",2021,0,506.2136
150,"City Hall",2021,0,515.7781
151,"City Hall",2021,0,500.2039
152,"City Hall",2021,0,513.8383
153,"City Hall",2021,0,518.0811
154,"City Hall",2021,0,512.8239
155,"City Hall",2021,0,520.7057
156,"City Hall",2021,0,504.8076
157,"City Hall",2021,0,513.4099
158,"City Hall",2021,0,502.8372
159,"City Hall",2021,0,498.3841
160,"City Hall",2021,0,503.7537
161,"City Hall",2021,0,510.2964
162,"City Hall",2021,0,514.0224
163,"City Hall",2021,0,512.9852
164,"City Hall",2021,0,503.1639
165,"City Hall",2021,0,523.8576
166,"City Hall",2021,0,503.1361
167,"City Hall",2021,0,529.7202
168,"City Hall",2021,0,514.3059
169,"City Hall",2021,0,526.6712
170,"City Hall",2021,0,513.0847
171,"City Hall",2021,0,510.9081
172,"City Hall",2021,0,525.7236
173,"City Hall",2021,0,499.731
174,"City Hall",2021,0,506.3106
175,"City Hall",2021,0,506.5857
176,"City Hall",2021,0,513.491
177,"City Hall",2021,0,496.5406
178,"City Hall",2021,0,526.7657
179,"City Hall",2021,0,510.0523
180,"City Hall",2021,0,519.7629
181,"City Hall",2021,0,503.4382
182,"City Hall",2021,0,519.5274
183,"City Hall",2021,0,494.2574
184,"City Hall",2021,0,520.5728
185,"City Hall",2021,0,514.1567
186,"City Hall",2021,0,526.9372
187,"City Hall",2021,0,505.6242
188,"City Hall",2021,0,519.6309
189,"City Hall",2021,0,513.0753
190,"City Hall",2021,0,513.8892
191,"City Hall",2021,0,508.0528
192,"City Hall",2021,0,516.3007
193,"City Hall",2021,0,518.8148
194,"City Hall",2021,0,515.3489
195,"City Hall",2021,0,503.5314
196,"City Hall",2021,0,530.6275
197,"City Hall",2021,0,529.1496
198,"City Hall",2021,0,516.5027
199,"City Hall",2021,0,531.1934
200,"City Hall",2021,0,507.861
201,"City Hall",2021,0,526.1539
202,"City Hall",2021,0,507.484
203,"City Hall",2021,0,529.5204
204,"City Hall",2021,0,514.6396
205,"City Hall",2021,0,522.6075
206,"City Hall",2021,0,527.9098
207,"City Hall",2021,0,516.0886
208,"City Hall",2021,0,517.4172
209,"City Hall",2021,0,523.1904
210,"City Hall",2021,0,507.0125
211,"City Hall",2021,0,525.2261
212,"City Hall",2021,0,521.2928
213,"City Hall",2021,0,529.5247
214,"City Hall",2021,0,534.317
215,"City Hall",2021,0,509.1844
216,"City Hall",2021,0,515.8703
217,"City Hall",2021,0,522.5346
218,"City Hall",2021,0,527.0026
219,"City Hall",2021,0,527.0584
220,"City Hall",2021,0,502.8627
221,"City Hall",2021,0,489.5962
222,"City Hall",2021,0,516.5484
223,"City Hall",2021,0,523.4617
224,"City Hall",2021,0,521.499
225,"City Hall",2021,0,529.1387
226,"City Hall",2021,0,521.4929
227,"City Hall",2021,0,513.7704
228,"City Hall",2021,0,510.4156
229,"City Hall",2021,0,505.0797
230,"City Hall",2021,0,499.115
231,"City Hall",2021,0,499.5733
232,"City Hall",2021,0,519.1113
233,"City Hall",2021,0,513.3197
234,"City Hall",2021,0,508.7873
235,"City Hall",2021,0,507.3253
236,"City Hall",2021,0,523.6133
237,"City Hall",2021,0,518.5316
238,"City Hall",2021,0,499.168
239,"City Hall",2021,0,520.1365
240,"City Hall",2021,0,512.2125
241,"City Hall",2021,0,520.3557
242,"City Hall",2021,0,515.088
243,"City Hall",2021,0,504.7049
244,"City Hall",2021,0,513.2564
245,"City Hall",2021,0,511.5602
246,"City Hall",2021,0,516.3977
247,"City Hall",2021,0,506.0244
248,"City Hall",2021,0,524.9682
249,"City Hall",2021,0,508.7737
250,"City Hall",2021,0,522.4359
251,"City Hall",2021,0,522.625
252,"City Hall",2021,0,521.7048
253,"City Hall",2021,0,541.7591
254,"City Hall",2021,0,517.3473
255,"City Hall",2021,0,509.9265
256,"City Hall",2021,0,525.3611
257,"City Hall",2021,0,507.8806
258,"City Hall",2021,0,511.7442
259,"City Hall",2021,0,511.3125
260,"City Hall",2021,0,521.4602
261,"City Hall",2021,0,515.5668
262,"City Hall",2021,0,499.9563
263,"City Hall",2021,0,518.8073
264,"City Hall",2021,0,508.2734
265,"City Hall",2021,0,518.5519
266,"City Hall",2021,0,507.8375
267,"City Hall",2021,0,520.2067
268,"City Hall",2021,0,506.9008
269,"City Hall",2021,0,517.3445
270,"City Hall",2021,0,538.0077
271,"City Hall",2021,0,519.499
272,"City Hall",2021,0,525.4885
273,"City Hall",2021,0,520.0207
274,"City Hall",2021,0,519.5503
275,"City Hall",2021,0,523.7083
276,"City Hall",2021,0,539.4852
277,"City Hall",2021,0,509.6962
278,"City Hall",2021,0,527.5488
279,"City Hall",2021,0,509.3196
280,"City Hall",2021,0,517.3667
281,"City Hall",2021,0,519.1052
282,"City Hall",2021,0,515.904
283,"City Hall",2021,0,513.968
284,"City Hall",2021,0,520.8368
285,"City Hall",2021,0,527.1209
286,"City Hall",2021,0,517.3657
287,"City Hall",2021,0,513.1244
288,"City Hall",2021,0,506.937
289,"City Hall",2021,0,523.5723
290,"City Hall",2021,0,528.1669
291,"City Hall",2021,0,507.3852
292,"City Hall",2021,0,500.1421
293,"City Hall",2021,0,491.8965
294,"City Hall",2021,0,524.5583
295,"City Hall",2021,0,513.0625
296,"City Hall",2021,0,517.5641
297,"City Hall",2021,0,515.7001
298,"City Hall",2021,0,510.3019
299,"City Hall",2021,0,509.6991
300,"City Hall",2021,0,532.7835
301,"City Hall",2021,0,508.9163
302,"City Hall",2021,0,527.022
303,"City Hall",2021,0,513.2558
304,"City Hall",2021,0,495.6907
305,"City Hall",2021,0,515.3598
306,"City Hall",2021,0,524.54
307,"City Hall",2021,0,501.5502
308,"City Hall",2021,0,527.2094
309,"City Hall",2021,0,520.6124
310,"City Hall",2021,0,530.1454
311,"City Hall",2021,0,512.4803
312,"City Hall",2021,0,512.7428
313,"City Hall",2021,0,511.3224
314,"City Hall",2021,0,509.5957
315,"City Hall",2021,0,500.3125
316,"City Hall",2021,0,516.9973
317,"City Hall",2021,0,519.1643
318,"City Hall",2021,0,525.508
319,"City Hall",2021,0,500.3153
320,"City Hall",2021,0,521.0461
321,"City Hall",2021,0,509.0852
322,"City Hall",2021,0,513.1678
323,"City Hall",2021,0,511.8353
324,"City Hall",2021,0,524.3821
325,"City Hall",2021,0,494.8743
326,"City Hall",2021,0,533.4642
327,"City Hall",2021,0,505.2166
328,"City Hall",2021,0,516.7607
329,"City Hall",2021,0,523.51
330,"City Hall",2021,0,527.0927
331,"City Hall",2021,0,525.7771
332,"City Hall",2021,0,510.0052
333,"City Hall",2021,0,517.3718
334,"City Hall",2021,0,504.8746
335,"City Hall",2021,0,502.4846
336,"City Hall",2021,0,503.4137
337,"City Hall",2021,0,520.0202
338,"City Hall",2021,0,508.9485
339,"City Hall",2021,0,527.2905
340,"City Hall",2021,0,505.1373
341,"City Hall",2021,0,509.8604
342,"City Hall",2021,0,502.8966
343,"City Hall",2021,0,522.5134
344,"City Hall",2021,0,524.889
345,"City Hall",2021,0,517.7661
346,"City Hall",2021,0,522.1313
347,"City Hall",2021,0,507.1603
348,"City Hall",2021,0,500.4241
349,"City Hall",2021,0,545.7103
350,"City Hall",2021,0,507.1293
351,"City Hall",2021,0,530.4349
352,"City Hall",2021,0,538.6606
353,"City Hall",2021,0,519.4899
354,"City Hall",2021,0,525.0193
355,"City Hall",2021,0,530.252
356,"City Hall",2021,0,517.4086
357,"City Hall",2021,0,513.7878
358,"City Hall",2021,0,530.976
359,"City Hall",2021,0,511.9243
360,"City Hall",2021,0,515.678
361,"City Hall",2021,0,512.7873
362,"City Hall",2021,0,508.1464
363,"City Hall",2021,0,500.8001
364,"City Hall",2021,0,538.3764
365,"City Hall",2021,0,520.9301
366,"City Hall",2021,0,531.1702
367,"City Hall",2021,0,515.8922
368,"City Hall",2021,0,527.8722
369,"City Hall",2021,0,521.1765
370,"City Hall",2021,0,526.9565
371,"City Hall",2021,0,507.1923
372,"City Hall",2021,0,516.6076
373,"City Hall",2021,0,525.347
374,"City Hall",2021,0,523.7107
375,"City Hall",2021,0,523.3492
376,"City Hall",2021,0,514.7189
377,"City Hall",2021,0,509.2474
378,"City Hall",2021,0,517.925
379,"City Hall",2021,0,485.9274
380,"City Hall",2021,0,528.6779
381,"City Hall",2021,0,515.9728
382,"City Hall",2021,0,522.0573
383,"City Hall",2021,0,535.3835
384,"City Hall",2021,0,502.4453
385,"City Hall",2021,0,535.516
386,"City Hall",2021,0,510.6617
387,"City Hall",2021,0,482.7899
388,"City Hall",2021,0,521.8894
389,"City Hall",2021,0,492.9755
390,"City Hall",2021,0,520.9904
391,"City Hall",2021,0,509.3677
392,"City Hall",2021,0,504.5712
393,"City Hall",2021,0,497.8647
394,"City Hall",2021,0,511.2657
395,"City Hall",2021,0,518.0441
396,"City Hall",2021,0,522.4042
397,"City Hall",2021,0,536.3271
398,"City Hall",2021,0,522.3313
399,"City Hall",2021,0,512.7906
400,"City Hall",2021,0,528.8714
401,"City Hall",2021,0,515.3201
402,"City Hall",2021,0,510.1329
403,"City Hall",2021,0,518.4802
404,"City Hall",2021,0,503.1022
405,"City Hall",2021,0,526.7164
406,"City Hall",2021,0,522.8801
407,"City Hall",2021,0,524.3613
408,"City Hall",2021,0,522.1312
409,"City Hall",2021,0,524.1141
410,"City Hall",2021,0,513.6177
411,"City Hall",2021,0,514.5295
412,"City Hall",2021,0,504.7956
413,"City Hall",2021,0,529.3549
414,"City Hall",2021,0,527.4606
415,"City Hall",2021,0,524.0871
416,"City Hall",2021,0,520.2745
417,"City Hall",2021,0,517.4174
418,"City Hall",2021,0,496.4055
419,"City Hall",2021,0,528.3977
420,"City Hall",2021,0,507.7105
421,"City Hall",2021,0,524.0805
422,"City Hall",2021,0,521.6892
423,"City Hall",2021,0,507.6927
424,"City Hall",2021,0,518.3257
425,"City Hall",2021,0,515.9512
426,"City Hall",2021,0,506.868
427,"City Hall",2021,0,536.2391
428,"City Hall",2021,0,529.6625
429,"City Hall",2021,0,514.1501
430,"City Hall",2021,0,500.4785
431,"City Hall",2021,0,509.3868
432,"City Hall",2021,0,507.8254
433,"City Hall",2021,0,506.7778
434,"City Hall",2021,0,535.2838
435,"City Hall",2021,0,527.8388
436,"City Hall",2021,0,501.6035
437,"City Hall",2021,0,511.3318
438,"City Hall",2021,0,528.7019
439,"City Hall",2021,0,517.4124
440,"City Hall",2021,0,508.0193
441,"City Hall",2021,0,521.5405
442,"City Hall",2021,0,506.4081
443,"City Hall",2021,0,525.1675
444,"City Hall",2021,0,516.1078
445,"City Hall",2021,0,525.9097
446,"City Hall",2021,0,527.7514
447,"City Hall",2021,0,522.4528
448,"City Hall",2021,0,521.0347
449,"City Hall",2021,0,533.006
450,"City Hall",2021,0,518.9266
451,"City Hall",2021,0,499.1423
452,"City Hall",2021,0,526.8994
453,"City Hall",2021,0,497.5902
454,"City Hall",2021,0,531.1147
455,"City Hall",2021,0,508.8084
456,"City Hall",2021,0,519.6365
457,"City Hall",2021,0,470.317
458,"City Hall",2021,0,523.2596
459,"City Hall",2021,0,508.145
460,"City Hall",2021,0,510.7133
461,"City Hall",2021,0,524.1222
462,"City Hall",2021,0,498.5853
463,"City Hall",2021,0,505.7121
464,"City Hall",2021,0,516.9453
465,"City Hall",2021,0,517.4579
466,"City Hall",2021,0,501.7203
467,"City Hall",2021,0,531.6776
468,"City Hall",2021,0,516.2296
469,"City Hall",2021,0,515.0174
470,"City Hall",2021,0,501.7682
471,"City Hall",2021,0,509.0107
472,"City Hall",2021,0,500.1042
473,"City Hall",2021,0,517.6807
474,"City Hall",2021,0,509.3343
475,"City Hall",2021,0,505.6536
476,"City Hall",2021,0,505.9402
477,"City Hall",2021,0,524.5677
478,"City Hall",2021,0,540.4276
479,"City Hall",2021,0,504.0407
480,"City Hall",2021,0,517.4497
481,"City Hall",2021,0,507.2635
482,"City Hall",2021,0,515.346
483,"City Hall",2021,0,504.5457
484,"City Hall",2021,0,513.3078
485,"City Hall",2021,0,517.3772
486,"City Hall",2021,0,516.2911
487,"City Hall",2021,0,531.113
488,"City Hall",2021,0,518.8436
489,"City Hall",2021,0,515.2177
490,"City Hall",2021,0,504.4659
491,"City Hall",2021,0,515.685
492,"City Hall",2021,0,519.6672
493,"City Hall",2021,0,529.9598
494,"City Hall",2021,0,516.8872
495,"City Hall",2021,0,518.4932
496,"City Hall",2021,0,499.2462
497,"City Hall",2021,0,521.8342
498,"City Hall",2021,0,514.1836
499,"City Hall",2021,0,520.5377
500,"City Hall",2021,0,491.0414
501,"City Hall",2021,0,526.5048
502,"City Hall",2021,0,524.3646
503,"City Hall",2021,0,523.1191
504,"City Hall",2021,0,523.0596
505,"City Hall",2021,0,528.4321
506,"City Hall",2021,0,493.7448
507,"City Hall",2021,0,495.034
508,"City Hall",2021,0,521.8317
509,"City Hall",2021,0,520.4899
510,"City Hall",2021,0,523.1226
511,"City Hall",2021,0,505.4985
512,"City Hall",2021,0,512.2198
513,"City Hall",2021,0,511.7871
514,"City Hall",2021,0,506.6199
515,"City Hall",2021,0,518.1006
516,"City Hall",2021,0,513.1064
517,"City Hall",2021,0,514.3416
518,"City Hall",2021,0,512.0865
519,"City Hall",2021,0,507.8661
520,"City Hall",2021,0,520.5324
521,"City Hall",2021,0,515.9838
522,"City Hall",2021,0,506.2111
523,"City Hall",2021,0,507.8094
524,"City Hall",2021,0,516.5598
525,"City Hall",2021,0,507.1131
526,"City Hall",2021,0,500.4047
527,"City Hall",2021,0,506.1205
528,"City Hall",2021,0,531.9305
529,"City Hall",2021,0,524.1995
530,"City Hall",2021,0,506.9811
531,"City Hall",2021,0,511.2485
532,"City Hall",2021,0,501.797
533,"City Hall",2021,0,501.8082
534,"City Hall",2021,0,517.6506
535,"City Hall",2021,0,528.0955
536,"City Hall",2021,0,533.6675
537,"City Hall",2021,0,509.3265
538,"City Hall",2021,0,524.2879
539,"City Hall",2021,0,506.8911
540,"City Hall",2021,0,514.2342
541,"City Hall",2021,0,503.545
542,"City Hall",2021,0,507.2096
543,"City Hall",2021,0,514.4529
544,"City Hall",2021,0,526.1289
545,"City Hall",2021,0,516.6032
546,"City Hall",2021,0,516.8334
547,"City Hall",2021,0,513.1423
548,"City Hall",2021,0,530.4341
549,"City Hall",2021,0,517.5012
550,"City Hall",2021,0,510.5686
551,"City Hall",2021,0,535.6099
552,"City Hall",2021,0,520.9196
553,"City Hall",2021,0,521.3713
554,"City Hall",2021,0,511.9059
555,"City Hall",2021,0,506.8577
556,"City Hall",2021,0,510.3234
557,"City Hall",2021,0,516.1529
558,"City Hall",2021,0,521.5773
559,"City Hall",2021,0,517.0992
560,"City Hall",2021,0,517.4088
561,"City Hall",2021,0,516.3311
562,"City Hall",2021,0,524.2213
563,"City Hall",2021,0,516.4526
564,"City Hall",2021,0,502.9883
565,"City Hall",2021,0,518.0302
566,"City Hall",2021,0,515.7814
567,"City Hall",2021,0,520.7662
568,"City Hall",2021,0,529.6005
569,"City Hall",2021,0,519.9679
570,"City Hall",2021,0,529.174
571,"City Hall",2021,0,525.6516
572,"City Hall",2021,0,518.1494
573,"City Hall",2021,0,506.3422
574,"City Hall",2021,0,517.2592
575,"City Hall",2021,0,514.5511
576,"City Hall",2021,0,505.4897
577,"City Hall",2021,0,510.5711
578,"City Hall",2021,0,509.2596
579,"City Hall",2021,0,512.9334
580,"City Hall",2021,0,505.4669
581,"City Hall",2021,0,525.9191
582,"City Hall",2021,0,504.2129
583,"City Hall",2021,0,509.4846
584,"City Hall",2021,0,506.7742
585,"City Hall",2021,0,510.6788
586,"City Hall",2021,0,503.1234
587,"City Hall",2021,0,514.1154
588,"City Hall",2021,0,515.5515
589,"City Hall",2021,0,519.0602
590,"City Hall",2021,0,529.6868
591,"City Hall",2021,0,515.1106
592,"City Hall",2021,0,534.1607
593,"City Hall",2021,0,492.7042
594,"City Hall",2021,0,514.4869
595,"City Hall",2021,0,519.8277
596,"City Hall",2021,0,535.2236
597,"City Hall",2021,0,520.7498
598,"City Hall",2021,0,514.4039
599,"City Hall",2021,0,514.6688
600,"City Hall",2021,0,511.5565
601,"City Hall",2021,0,498.6161
602,"City Hall",2021,0,513.2168
603,"City Hall",2021,0,526.509
604,"City Hall",2021,0,529.286
605,"City Hall",2021,0,515.8568
606,"City Hall",2021,0,506.7325
607,"City Hall",2021,0,523.5598
608,"City Hall",2021,0,510.051
609,"City Hall",2021,0,500.1057
610,"City Hall",2021,0,510.6574
611,"City Hall",2021,0,531.4601
612,"City Hall",2021,0,524.0898
613,"City Hall",2021,0,502.3188
614,"City Hall",2021,0,509.4238
615,"City Hall",2021,0,513.4292
616,"City Hall",2021,0,513.7582
617,"City Hall",2021,0,514.5964
618,"City Hall",2021,0,520.6454
619,"City Hall",2021,0,514.498
620,"City Hall",2021,0,508.8835
621,"City Hall",2021,0,512.756
622,"City Hall",2021,0,530.1963
623,"City Hall",2021,0,498.0789
624,"City Hall",2021,0,513.4028
625,"City Hall",2021,0,515.4041
626,"City Hall",2021,0,495.0448
627,"City Hall",2021,0,504.1772
628,"City Hall",2021,0,529.5087
629,"City Hall",2021,0,502.2444
630,"City Hall",2021,0,527.9285
631,"City Hall",2021,0,513.9891
632,"City Hall",2021,0,514.9764
633,"City Hall",2021,0,522.9899
634,"City Hall",2021,0,507.5161
635,"City Hall",2021,0,505.8458
636,"City Hall",2021,0,521.2636
637,"City Hall",2021,0,519.575
638,"City Hall",2021,0,517.44
639,"City Hall",2021,0,494.2766
640,"City Hall",2021,0,509.9059
641,"City Hall",2021,0,509.0353
642,"City Hall",2021,0,511.7206
643,"City Hall",2021,0,504.439
644,"City Hall",2021,0,517.5806
645,"City Hall",2021,0,530.7613
646,"City Hall",2021,0,494.2053
647,"City Hall",2021,0,510.1324
648,"City Hall",2021,0,503.9055
649,"City Hall",2021,0,506.2207
650,"City Hall",2021,0,524.9696
651,"City Hall",2021,0,525.1036
652,"City Hall",2021,0,515.7056
653,"City Hall",2021,0,523.1624
654,"City Hall",2021,0,514.1598
655,"City Hall",2021,0,510.2485
656,"City Hall",2021,0,527.6395
657,"City Hall",2021,0,506.0898
658,"City Hall",2021,0,508.0785
659,"City Hall",2021,0,503.7835
660,"City Hall",2021,0,514.3409
661,"City Hall",2021,0,507.3331
662,"City Hall",2021,0,526.3133
663,"City Hall",2021,0,518.666
664,"City Hall",2021,0,496.319
665,"City Hall",2021,0,524.8036
666,"City Hall",2021,0,502.7595
667,"City Hall",2021,0,526.996
668,"City Hall",2021,0,519.1894
669,"City Hall",2021,0,514.0389
670,"City Hall",2021,0,525.1337
671,"City Hall",2021,0,529.4103
672,"City Hall",2021,0,523.1216
673,"City Hall",2021,0,522.0396
674,"City Hall",2021,0,529.7756
675,"City Hall",2021,0,504.544
676,"City Hall",2021,0,519.5173
677,"City Hall",2021,0,502.4646
678,"City Hall",2021,0,512.6852
679,"City Hall",2021,0,511.658
680,"City Hall",2021,0,508.861
681,"City Hall",2021,0,504.6423
682,"City Hall",2021,0,506.9229
683,"City Hall",2021,0,517.4285
684,"City Hall",2021,0,517.0786
685,"City Hall",2021,0,525.9119
686,"City Hall",2021,0,509.5932
687,"City Hall",2021,0,506.7581
688,"City Hall",2021,0,514.2567
689,"City Hall",2021,0,524.5429
690,"City Hall",2021,0,524.4668
691,"City Hall",2021,0,519.3116
692,"City Hall",2021,0,526.9256
693,"City Hall",2021,0,511.6077
694,"City Hall",2021,0,516.1461
695,"City Hall",2021,0,497.7207
696,"City Hall",2021,0,495.8737
697,"City Hall",2021,0,533.8581
698,"City Hall",2021,0,520.5859
699,"City Hall",2021,0,514.7013
700,"City Hall",2021,0,500.7932
701,"City Hall",2021,0,523.6057
702,"City Hall",2021,0,520.8931
703,"City Hall",2021,0,519.5367
704,"City Hall",2021,0,524.0753
705,"City Hall",2021,0,520.469
706,"City Hall",2021,0,512.9047
707,"City Hall",2021,0,511.627
708,"City Hall",2021,0,513.928
709,"City Hall",2021,0,544.0358
710,"City Hall",2021,0,523.3025
711,"City Hall",2021,0,509.9389
712,"City Hall",2021,0,515.8299
713,"City Hall",2021,0,500.9239
714,"City Hall",2021,0,515.278
715,"City Hall",2021,0,527.8039
716,"City Hall",2021,0,499.4274
717,"City Hall",2021,0,505.8186
718,"City Hall",2021,0,515.6083
719,"City Hall",2021,0,517.598
720,"City Hall",2021,0,520.0043
721,"City Hall",2021,0,502.2205
722,"City Hall",2021,0,532.4796
723,"City Hall",2021,0,498.8966
724,"City Hall",2021,0,517.5251
725,"City Hall",2021,0,502.3199
726,"City Hall",2021,0,506.9787
727,"City Hall",2021,0,520.665
728,"City Hall",2021,0,529.4147
729,"City Hall",2021,0,524.142
730,"City Hall",2021,0,514.4337
731,"City Hall",2021,0,520.713
732,"City Hall",2021,0,499.8799
733,"City Hall",2021,0,513.639
734,"City Hall",2021,0,513.598
735,"City Hall",2021,0,512.6068
736,"City Hall",2021,0,515.3264
737,"City Hall",2021,0,521.1896
738,"City Hall",2021,0,520.4423
739,"City Hall",2021,0,520.5433
740,"City Hall",2021,0,497.7388
741,"City Hall",2021,0,513.4594
742,"City Hall",2021,0,499.782
743,"City Hall",2021,0,504.0654
744,"City Hall",2021,0,517.1808
745,"City Hall",2021,0,514.4402
746,"City Hall",2021,0,517.0613
747,"City Hall",2021,0,521.7424
748,"City Hall",2021,0,521.9207
749,"City Hall",2021,0,510.5471
750,"City Hall",2021,0,515.1526
751,"City Hall",2021,0,507.8239
752,"City Hall",2021,0,531.0754
753,"City Hall",2021,0,509.2346
754,"City Hall",2021,0,504.9886
755,"City Hall",2021,0,516.5817
756,"City Hall",2021,0,514.1279
757,"City Hall",2021,0,539.0433
758,"City Hall",2021,0,499.4158
759,"City Hall",2021,0,517.6633
760,"City Hall",2021,0,508.4354
761,"City Hall",2021,0,508.7526
762,"City Hall",2021,0,523.4348
